word,trans
ዘረባ, zäräba
ሹድሽተ, šudštä
ኽልተ, Kltä
ወሲዱ, wäsidu
ፍርዲ, frdi
ብናይ, bnay
ንዳዊት, ndawit
ውሉድ, wlud
ምሳይ, msay
ዜብሉ, zeblu
ስፍራ, sfra
ኣነውን, 'anäwn
ኣንስቲ, 'ansti
ኣምላኽኩም, 'amlaKkum
ንዘለኣለም, nzälä'aläm
ኣማልኽቲ, 'amalKti
ዓይኒ, ʕayni
ህዝብን, hzbn
መሊሱ, mälisu
ኣብርሃም, 'abrham
ካህናት, kahnat
ኣኼባ, 'aKeba
ልዕል, lʕl
ሽሕን, šħn
ኣቦይ, 'aboy
ኦም, 'om
ሓቂ, ħaqi
ንሰብ, nsäb
ጻድቕ, ṣadQ
ብሩር, brur
ኣሮን, 'aron
ሌዋውያን, lewawyan
ለይቲ, läyti
ህዝበይ, hzbäy
ንመስዋእቲ, nmäswa'ti
ብዅሉ, bkʷlu
ማሕበር, maħbär
ተዛረቦ, täzaräbo
በላ, bäla
ምብራቕ, mbraQ
ደአ, dä'ä
ብህይወት, bhywät
ኢኺ, 'iKi
ነዛ, näza
ዘለኣለም, zälä'aläm
መዛሙርቱ, mäzamurtu
ንቤት, nbet
ኽፉእ, Kfu'
ኣኽራን, 'aKran
ኻህናት, Kahnat
ምሳታቶም, msatatom
ብርሃን, brhan
ርስቲ, rsti
ቅድሜኻ, qdmeKa
ስሙ, smu
ንሱውን, nsuwn
ጸሓይ, ṣäħay
ማያት, mayat
እዞም, 'zom
ደጊም, dägim
ንዂሉ, nkʷilu
ንዘለአለም, nzälä'äläm
መዝሙር, mäzmur
በለኒ, bäläni
ብሓደ, bħadä
ብሓዊ, bħawi
ኢላ, 'ila
ኢደይ, 'idäy
ዓሌት, ʕalet
ነብያት, näbyat
መሮር, märor
ጽድቂ, ṣdqi
ምድርን, mdrn
ጽዮን, ṣyon
ልዕሊኡ, lʕli'u
ኸረን, Kärän
እከይ, 'käy
እብለኩም, 'bläkum
ወርቅን, wärqn
ተንሲኡ, tänsi'u
ምሳኻትኩም, msaKatkum
ኸለዉ, Käläwu
ኪዀኑ, kikʷänu
ቀደም, qädäm
ልቡ, lbu
እምብኣርሲ, 'mb'arsi
ብመዓልቲ, bmäʕalti
ምርኻብ, mrKab
ኣታኽልቲ, 'ataKlti
ተዛረቦም, täzaräbom
ርኹስ, rKus
መጺኦም, mäṣi'om
እንስሳ, 'nssa
ዕስራ, ʕsra
ዘይቲ, zäyti
ቅድመይ, qdmäy
ገይሮም, gäyrom
ገንሸል, gänšäl
ዂሎም, kʷilom
ኣሎና, 'alona
እወ, 'wä
ሓይሊ, ħayli
ንሓደ, nħadä
ወጻኢ, wäṣa'i
ባርያ, barya
ጴጥሮስ, PeTros
ምስቲ, msti
ገበሩ, gäbäru
ኤፍሬም, 'efrem
ኣበይ, 'abäy
ጥበብ, Tbäb
ነገሰ, nägäsä
ሞኣብ, mo'ab
ሀቦ, häbo
ረኣየ, rä'ayä
ደድሕሪ, dädħri
ንኣኻትኩም, n'aKatkum
ሰማያት, sämayat
መልእኽቲ, mäl'Kti
ኣሶር, 'asor
ኣምላኸይ, 'amlaKäy
ተቐመጠ, täQämäTä
ናባኻ, nabaKa
ትእዛዝ, t'zaz
ኣተወ, 'atäwä
ኣብዛ, 'abza
ሒዙ, ħizu
ጸልማት, ṣälmat
ጸጋ, ṣäga
ሲቃል, siqal
ርኤኹ, r'eKu
ክብሪ, kbri
ወገን, wägän
ካህን, kahn
ናብቶም, nabtom
ዚመጽእ, zimäṣ'
ማለት, malät
ሹም, šum
ዘለዋ, zäläwa
ቤተ, betä
በጃኻ, bäǧaKa
ንኣታቶም, n'atatom
ኣሎኻ, 'aloKa
ንብዘሎ, nbzälo
ኣነስ, 'anäs
ብዓል, bʕal
ንፋስ, nfas
ጽሩይ, ṣruy
ኣቦታቶም, 'abotatom
ውሽጢ, wšTi
ናይቲ, nayti
በልኩ, bälku
ነፍሰይ, näfsäy
ኸምቲ, Kämti
ኣቓሑ, 'aQaħu
ሰይፊ, säyfi
ብዘላ, bzäla
መወዳእታ, mäwäda'ta
ገይረ, gäyrä
ማሕደር, maħdär
ብንያም, bnyam
ንዂሎም, nkʷilom
ጐይታና, gʷäytana
ብሩርን, brurn
ገንዘብ, gänzäb
ዘርኢ, zär'i
በለት, bälät
ኲላቶም, kʷilatom
ንጉስን, ngusn
አሎኹም, 'äloKum
ኸምኡ, Käm'u
ዶብ, dob
ለሰ, läsä
ምሉእ, mlu'
ንምድሪ, nmdri
ግዳ, gda
ንእሽቶ, n'što
መሳፍንቲ, mäsafnti
ረሲኣን, räsi'an
ዝተረፈ, ztäräfä
ዝፋን, zfan
መለሰሉ, mäläsälu
ብኡብኡ, b'ub'u
መለሰ, mäläsä
ሓሶት, ħasot
ኪድ, kid
ግራት, grat
ይነብር, ynäbr
ደቁን, däqun
ደቡብ, däbub
ዓው, ʕaw
ግበር, gbär
ሰምዔ, sämʕe
መከራ, mäkära
ህዝቅያስ, hzqyas
ኣስራዚ, 'asrazi
ካልኦት, kal'ot
ኣባይቲ, 'abayti
ጌርካ, gerka
ኣባጊዕ, 'abagiʕ
ኢሳይያስ, 'isayyas
መለኸት, mäläKät
ብስም, bsm
ልበይ, lbäy
ምስጋና, msgana
ከደ, kädä
ስቕ, sQ
ዚነብር, zinäbr
ኻልእ, Kal'
ድዑል, dʕul
ኣራዊት, 'arawit
ንዅሎም, nkʷlom
መንጽር, mänṣr
ሰሜን, sämen
ኢልኩም, 'ilkum
ንሓዋሩ, nħawaru
ሓሙሽተን, ħamuštän
ሀቦም, häbom
ሓድሽ, ħadš
በለቶ, bäläto
ገበሮ, gäbäro
ኰይኖም, kʷäynom
ተጽሒፉ, täṣħifu
ኻልኣይ, Kal'ay
ነገርዚ, nägärzi
እምነት, 'mnät
ቅዱሳን, qdusan
ካባይ, kabay
ዕጨይቲ, ʕČäyti
ኣይነበረን, 'aynäbärän
ሰላሳን, sälasan
ራእይ, ra'y
ቃላት, qalat
ምሸት, mšät
ከከም, käkäm
ኣርብዓ, 'arbʕa
ስምኦን, sm'on
ክልተን, kltän
ምሕረት, mħrät
ደበና, däbäna
ኣሮንን, 'aronn
ኣዋልድ, 'awald
ወጹ, wäṣu
ሴፍ, sef
ይኸውን, yKäwn
ዮናታን, yonatan
ንጹህ, nṣuh
ገጹ, gäṣu
ካባታቶም, kabatatom
ብኢድ, b'id
ሰምዑ, sämʕu
ዘሎኻ, zäloKa
ስምዑ, smʕu
ነይሩ, näyru
ርሑቕ, rħuQ
ምርኮ, mrko
ካብዚ, kabzi
ሹማምቲ, šumamti
ዘበሉ, zäbälu
መዓልትን, mäʕaltn
ደየበ, däyäbä
ተቐመጡ, täQämäTu
ሰማርያ, sämarya
ቅድም, qdm
ዘሎኹም, zäloKum
ዮሃንስ, yohans
ጽሑፍ, ṣħuf
እናበሉ, 'nabälu
መዓት, mäʕat
ኸመይ, Kämäy
በዅሪ, bäkʷri
ዙርያ, zurya
ሰማይን, sämayn
ጸዊዑ, ṣäwiʕu
ኹሉ, Kulu
መቓብር, mäQabr
ብርግጽ, brgṣ
ልቦም, lbom
ፋሕ, faħ
ምናሴ, mnase
ሰበይቱ, säbäytu
ምስሊ, msli
ወደይ, wädäy
ዝበሎ, zbälo
እምበኣርሲ, 'mbä'arsi
ዓመቱ, ʕamätu
ኣለው, 'aläw
ዚኽእል, ziK'l
ኵላ, kʷla
ንነፍሲ, nnäfsi
ይብሉ, yblu
ወጺኡ, wäṣi'u
መንደቕ, mändäQ
እተዛረቦ, 'täzaräbo
ንጽብሒቱ, nṣbħitu
ተንስእ, täns'
ብዘለዉ, bzäläwu
ረሲእ, räsi'
ምድሓን, mdħan
ኣባኻትኩም, 'abaKatkum
ፍቕሪ, fQri
አሎና, 'älona
ኣሕዋት, 'aħwat
እዘን, 'zän
ናብኣ, nab'a
ጐይታየ, gʷäytayä
ሰላሳ, sälasa
ዝራብዕ, zrabʕ
ኣእዋም, 'a'wam
ኻብቲ, Kabti
ብዂሉ, bkʷilu
ጽዋእ, ṣwa'
ወይንን, wäynn
ዝኣዘዞ, z'azäzo
ዝተረፉ, ztäräfu
ነፍሱ, näfsu
ኵለን, kʷlän
ቅድሚኦም, qdmi'om
ፍልጠት, flTät
ጸሎት, ṣälot
ኣምላኽን, 'amlaKn
ላዕሊ, laʕli
ብመንፈስ, bmänfäs
ተመልሰ, tämälsä
ኵላቶም, kʷlatom
ም, m
ክንዳኡ, knda'u
ኣባኻ, 'abaKa
ሓምሳ, ħamsa
በደል, bädäl
ልኡኻት, l'uKat
ሊቀ, liqä
ደሃይ, dähay
ኲለን, kʷilän
የሩሳሌምን, yärusalemn
ምሳና, msana
ስማዕ, smaʕ
ኤሳው, 'esaw
ጀሚሩ, ǧämiru
ማእሰርቲ, ma'särti
ፍርሃት, frhat
የብሉን, yäblun
ሰንበት, sänbät
እልል, 'll
ኤረ, 'erä
ዚገብር, zigäbr
ኣብቶም, 'abtom
መጓሰ, mägʷasä
ሓያሎ, ħayalo
እግሪ, 'gri
ብክርስቶስ, bkrstos
የሮብዓም, yärobʕam
ሙሴን, musen
ብለይቲ, bläyti
ብእምነት, b'mnät
ቅኑዕ, qnuʕ
እተገብረ, 'tägäbrä
መሬት, märet
በል, bäl
ሰፈሩ, säfäru
ሓዉ, ħawu
ኣቤሴሎም, 'abeselom
ኣንበሳ, 'anbäsa
ኣለዎ, 'aläwo
ሳብዐይቲ, sabʕäyti
ኣቦኻ, 'aboKa
ኪብል, kibl
ኺዳን, Kidan
ብጀካ, bǧäka
ሰብን, säbn
ሒደት, ħidät
ገላዉ, gälawu
ህዝብኻ, hzbKa
ጽባሕ, ṣbaħ
ኣዕኑድ, 'aʕnud
ዮርሳሌም, yorsalem
ምዉታት, mwutat
ሓምሳን, ħamsan
ብእግዚኣብሄር, b'gzi'abher
ኣጸድ, 'aṣäd
ዜና, zena
እዝስ, 'zs
ማእከሎም, ma'kälom
ምዃነይ, mkʷanäy
ተቐሚጡ, täQämiTu
ኣሕዋቱ, 'aħwatu
ዕጣን, ʕTan
ሾሞንተ, šomontä
ከዱ, kädu
ስልጣን, slTan
ዘይኰነስ, zäykʷänäs
ካብኣ, kab'a
ዓሞን, ʕamon
ኣእማን, 'a'man
ኤዶም, 'edom
ክትከውን, ktkäwn
ተዛረበ, täzaräbä
ነገርዎ, nägärwo
ይስሃቅ, yshaq
ኤልያስ, 'elyas
ኣሎኹም, 'aloKum
ለይትን, läytn
ኣሕሊፉ, 'aħlifu
ጥዑም, Tʕum
ኣፉ, 'afu
ቐዳማይ, Qädamay
ጀጋኑ, ǧäganu
ርእሶም, r'som
ዜብሎም, zeblom
ኻብኡ, Kab'u
ዓሻ, ʕaša
ብዕራይ, bʕray
ኣይኰንኩን, 'aykʷänkun
ክዳን, kdan
ዚመስል, zimäsl
ብሸነኽ, bšänäK
ኣቦታት, 'abotat
መዋዕል, mäwaʕl
ሒዞም, ħizom
ሓው, ħaw
በረኸት, bäräKät
ድኹም, dKum
ምኽሪ, mKri
እዚውን, 'ziwn
መስፍን, mäsfn
ብመገዲ, bmägädi
ጻድቃን, ṣadqan
ኣገልግሎት, 'agälglot
ኣዲኡ, 'adi'u
ኣቦታቱ, 'abotatu
እግዚኣብሄርን, 'gzi'abhern
ኣተዉ, 'atäwu
ናባኻትኩም, nabaKatkum
ኣባይ, 'abay
ጓና, gʷana
እፈልጥ, 'fälT
እኔኹ, 'neKu
ነበራ, näbära
ንነፍሰይ, nnäfsäy
ይወጽእ, ywäṣ'
ንየሱስ, nyäsus
በተን, bätän
ጥፍኣት, Tf'at
ኣሕዋተየ, 'aħwatäyä
ልሕጺ, lħṣi
ንላዕሊ, nlaʕli
እኩይ, 'kuy
ኪብሉ, kiblu
ሕነ, ħnä
ህዝቡ, hzbu
ምኽንያት, mKnyat
ፋስጋ, fasga
መካበብያ, mäkabäbya
ከለዳውያን, kälädawyan
ካህናትን, kahnatn
ተንስኤ, täns'e
ኣቕሓ, 'aQħa
ይመጽእ, ymäṣ'
ሓለውቲ, ħaläwti
ፍቓድ, fQad
ኣድጊ, 'adgi
ሃዋርያት, hawaryat
ድቤላ, dbela
ነዊሕ, näwiħ
ብሰይፊ, bsäyfi
ደጌታት, dägetat
ጽን, ṣn
በይኑ, bäynu
ዳዊትን, dawitn
ተመልሱ, tämälsu
ግብጻውያን, gbṣawyan
ኣዕዋፍ, 'aʕwaf
ኪሩቤል, kirubel
ኣሜን, 'amen
ነገስት, nägäst
ክንደይ, kndäy
ዀይኖም, kʷäynom
ልብኻ, lbKa
ዮኣብ, yo'ab
ብወገን, bwägän
ፈረቓ, färäQa
ኣእዳዎም, 'a'dawom
ስመይ, smäy
ንሓድሕዶም, nħadħdom
ሓጺን, ħaṣin
ንኣሮንን, n'aronn
ዳንኤል, dan'el
ኣዝዮም, 'azyom
በረኽቲ, bäräKti
ሊባኖስ, libanos
መርከብ, märkäb
ንግሆ, ngho
ጌርኩም, gerkum
ስጋኡ, sga'u
ዓሌታት, ʕaletat
ናብዚ, nabzi
ቐዳመይቲ, Qädamäyti
መስተ, mästä
ጭፍራ, Čfra
ሳዕሪ, saʕri
ዝመጸ, zmäṣä
ኽፍሊ, Kfli
ባሮት, barot
ከንቱ, käntu
ዓባይ, ʕabay
ወረደ, wärädä
ሰዓት, säʕat
ነገርን, nägärn
ንውሉድ, nwlud
ቓላት, Qalat
ነዞም, näzom
ኻህናትን, Kahnatn
ንስኻን, nsKan
ዘይኰነ, zäykʷänä
ልዕሊኦም, lʕli'om
ሰብዓ, säbʕa
ጀመረ, ǧämärä
ዅላቶም, kʷlatom
ኢዶም, 'idom
ኣበሳ, 'abäsa
ኣዒንቲ, 'aʕinti
ትኹን, tKun
ንያእቆብ, nya'qob
ንኣና, n'ana
ዳን, dan
ነይረ, näyrä
ተባዕታይ, täbaʕtay
ኣዒንቱ, 'aʕintu
ጊልዓድ, gilʕad
ቘልዓ, Qʷälʕa
ወሰደ, wäsädä
ነበሮ, näbäro
ሊቃውንቲ, liqawnti
ይቕረ, yQrä
ኣየ, 'ayä
ሃገራት, hagärat
ገጽካ, gäṣka
ሌዊ, lewi
ስምካ, smka
መገዱ, mägädu
ኰኑ, kʷänu
ሲኦል, si'ol
ሰርሔ, särħe
ምናልባሽ, mnalbaš
ኽትከውን, Ktkäwn
ከምኡውን, käm'uwn
ብዛዕባኡ, bzaʕba'u
ጐልጐል, gʷälgʷäl
ዝናም, znam
ንርእሱ, nr'su
እሙን, 'mun
ዙርያኡ, zurya'u
ከውሒ, käwħi
ቅድስቲ, qdsti
ኩሉ, kulu
ልዑል, lʕul
ልኢኹ, l'iKu
ዝገበረ, zgäbärä
ዱር, dur
ንሱን, nsun
ብምኽንያት, bmKnyat
ብሰላም, bsälam
ብዘመን, bzämän
ዮሳፋጥ, yosafaT
ጓኖት, gʷanot
ዔላ, ʕela
ሓራ, ħara
ደቀሰ, däqäsä
ኻብቶም, Kabtom
ኣምላኾም, 'amlaKom
ገጸይ, gäṣäy
ዓለባ, ʕaläba
ሰሚዑ, sämiʕu
ህዝቅኤል, hzq'el
ዘፍጥረት, zäfTrät
ኣብተን, 'abtän
እስኪ, 'ski
ሳልሰይቲ, salsäyti
ሓውካ, ħawka
ኣዒንተይ, 'aʕintäy
እዝኒ, 'zni
ኣሕዋቱን, 'aħwatun
ገሊላ, gälila
መጀመርታ, mäǧämärta
ጥንቲ, Tnti
ቤትካ, betka
ነበርኩ, näbärku
ኸተማታት, Kätämatat
ሌዋውያንን, lewawyann
ስርዓት, srʕat
ኣርባዕተን, 'arbaʕtän
ሓርጭ, ħarČ
ሓመድ, ħamäd
ይኸይድ, yKäyd
ባዕሉ, baʕlu
ስግር, sgr
ሓያላት, ħayalat
መዛሙርቲ, mäzamurti
ምስናይ, msnay
ናብዛ, nabza
ካልኣይ, kal'ay
እናበለ, 'nabälä
ድሕሪኡ, dħri'u
ተንስኡ, täns'u
ሳልሳይ, salsay
እዚኤን, 'zi'en
መስዋእትን, mäswa'tn
ግበሮ, gbäro
ንህዝቢ, nhzbi
ጸበባ, ṣäbäba
የማነይቲ, yämanäyti
ሶርያ, sorya
እንስሳን, 'nssan
ውሰድ, wsäd
ገዝኤ, gäz'e
ነቡካድነጻር, näbukadnäṣar
መምህር, mämhr
ምዕራብ, mʕrab
ኣትዩ, 'atyu
ልብኹም, lbKum
ደየቡ, däyäbu
ከሎኹ, käloKu
ብእኣ, b''a
ኣዘዞም, 'azäzom
ተረፍ, täräf
እንተሎ, 'ntälo
ካባኻ, kabaKa
ኣፍራስ, 'afras
ዓመጻ, ʕamäṣa
ኣቢሎም, 'abilom
ንህዝበይ, nhzbäy
ክኸውን, kKäwn
ነቦኡ, näbo'u
ዝአዘዞ, z'äzäzo
እኽሊ, 'Kli
ያእቆብን, ya'qobn
መላእኽቲ, mäla'Kti
እግዚኣብሄርሲ, 'gzi'abhersi
ወለደት, wälädät
ኪመጽእ, kimäṣ'
ዝስሙ, zsmu
ሀበኒ, häbäni
ወከፎም, wäkäfom
ሰደደ, sädädä
አሎኻ, 'äloKa
ንስኻውን, nsKawn
ዮሐንስ, yoħäns
ኣዘዘ, 'azäzä
ኣርብዓን, 'arbʕan
ንሳኦል, nsa'ol
ሐለፈ, ħäläfä
ኪኸይድ, kiKäyd
ኪነብር, kinäbr
ዓመታት, ʕamätat
ኣምላኹ, 'amlaKu
ሰማዕኩ, sämaʕku
ካባኻትኩም, kabaKatkum
ጐይታኡ, gʷäyta'u
ኪኸዱ, kiKädu
ደሓን, däħan
ይሙት, ymut
መለሰሎም, mäläsälom
ወደቐ, wädäQä
ሰረገላ, särägäla
ንህዝቡ, nhzbu
ከይዱ, käydu
ረአየ, rä'äyä
ንኻልኦት, nKal'ot
ዝነበረት, znäbärät
ጥሜት, Tmet
ኻባታቶም, Kabatatom
ከምቶም, kämtom
ኤልሳእ, 'elsa'
ገሊኦም, gäli'om
ያሪኮ, yariko
ቅድሜኹም, qdmeKum
ደምን, dämn
ዋናታት, wanatat
ኺድ, Kid
ዘሎና, zälona
ደቁ, däqu
ቚስሊ, Qʷisli
ኣለዋ, 'aläwa
ቤትኤል, bet'el
ገምገም, gämgäm
ኣፈይ, 'afäy
ወርትግ, wärtg
ኣእዳው, 'a'daw
ከምታ, kämta
አለዉ, 'äläwu
በጽሔ, bäṣħe
ገላዉኡ, gälawu'u
ንወዲ, nwädi
እንጣጢዕ, 'nTaTiʕ
ሓጐስ, ħagʷäs
መጋረጃ, mägaräǧa
በልዎም, bälwom
ኣሞራውያን, 'amorawyan
ጓሶት, gʷasot
ክቡር, kbur
መጸኒ, mäṣäni
ጾር, ṣor
ዕጭ, ʕČ
ርግጽ, rgṣ
ጐደሎ, gʷädälo
ባሕርን, baħrn
ናተይ, natäy
ኣዒንትኻ, 'aʕintKa
ሐቢሮም, ħäbirom
ዓዲ, ʕadi
ኰን, kʷän
ንዓ, nʕa
ገጾም, gäṣom
ንድሕሪት, ndħrit
ጸላኢ, ṣäla'i
እግሩ, 'gru
ረኣዩ, rä'ayu
ብሓይሊ, bħayli
ንውግእ, nwg'
ክልቲኦም, klti'om
ኣሕዋቶም, 'aħwatom
ንምንታይ, nmntay
ሓሳብ, ħasab
ዘለዎም, zäläwom
ሶርያውያን, soryawyan
ርእዩ, r'yu
ወሲዶም, wäsidom
ከይዶም, käydom
ብምሉእ, bmlu'
ባርያኻ, baryaKa
ሃብቲ, habti
የሁ, yähu
ርእሰይ, r'säy
ብዝሒ, bzħi
ግዲ, gdi
መኣዝ, mä'az
ናባታቶም, nabatatom
ግልጽ, glṣ
ደማስቆ, dämasqo
ጊልያኻ, gilyaKa
ጨና, Čäna
ሮቤል, robel
ዛንታ, zanta
ዚወጽእ, ziwäṣ'
እተቘጽሩ, 'täQʷäṣru
ኣእምሮ, 'a'mro
ወደቑ, wädäQu
ንገሮም, ngärom
ብብዙሕ, bbzuħ
ጥበበኛ, Tbäbäña
መንግስቱ, mängstu
ጲላጦስ, PilaTos
ኪዱ, kidu
ኬብሮን, kebron
ኣባጊዕን, 'abagiʕn
ማእከልኩም, ma'kälkum
እዚኣተን, 'zi'atän
ብማይ, bmay
ሀደሙ, hädämu
ንደቀ, ndäqä
ሞገስ, mogäs
ዘለው, zäläw
መኣዲ, mä'adi
ክዳውንቱ, kdawntu
ኣስቴር, 'aster
ንሓድሕድኩም, nħadħdkum
መዝገብ, mäzgäb
ኣልዒሉ, 'alʕilu
ህያዋን, hyawan
ተቐሚጦም, täQämiTom
ዓይነት, ʕaynät
በዛ, bäza
ነናብ, nänab
ብጹእ, bṣu'
ኣንስትን, 'anstn
ኣቦታትና, 'abotatna
ዝመጹ, zmäṣu
ብሓንቲ, bħanti
ንስኻትኩምውን, nsKatkumwn
ዝመልኤ, zmäl'e
ባርያይ, baryay
ንየሩሳሌም, nyärusalem
ፍግም, fgm
ዂላቶም, kʷilatom
ምድሪውን, mdriwn
ደሓር, däħar
ንዑ, nʕu
ዓሳ, ʕasa
ዮስያስ, yosyas
ማርያም, maryam
ወጺኦም, wäṣi'om
ሰብኣያ, säb'aya
ንዚሐርር, nziħärr
ተመን, tämän
ጕድጓድ, gʷdgʷad
ክኸይድ, kKäyd
ንዮሴፍ, nyosef
ዚነብሩን, zinäbrun
ተመለሱ, tämäläsu
ዘካርያስ, zäkaryas
ዘብዔኛታት, zäbʕeñatat
ዚብሉ, ziblu
ቤተይ, betäy
ብልቡ, blbu
ጃልባ, ǧalba
ዝዀኑ, zkʷänu
እዮብ, 'yob
ስለምንታይከ, slämntaykä
ፈሪሳውያን, färisawyan
ጠቢባን, Täbiban
ንደቁን, ndäqun
ከባቢኣን, käbabi'an
እንጌራን, 'ngeran
ሰብሲ, säbsi
ዘጸአት, zäṣä'ät
ግደ, gdä
ጨንፈር, Čänfär
ሕጻን, ħṣan
ወሪዱ, wäridu
ምሕረቱ, mħrätu
ዘይትን, zäytn
ንወዱ, nwädu
ይስማዕ, ysmaʕ
ዕሽነት, ʕšnät
ዚዛረብ, zizaräb
ኸነኣን, Känä'an
ኻባይ, Kabay
ሰለስተን, sälästän
ብድሕሪኡ, bdħri'u
ኪፈልጡ, kifälTu
ሞቱ, motu
ኣምላኽሲ, 'amlaKsi
ነገሮ, nägäro
ዘበን, zäbän
ዘህልቍ, zählqʷ
ሀብዎም, häbwom
ድኻ, dKa
ዓያሱ, ʕayasu
ንፈርኦን, nfär'on
መጠን, mäTän
ገበርቲ, gäbärti
ማሕላ, maħla
ዓበይትን, ʕabäytn
ዓስራይ, ʕasray
ፍጹም, fṣum
ዚደሊ, zidäli
ኸዱ, Kädu
ዕረፍቲ, ʕräfti
በብዓሌቶም, bäbʕaletom
ሳኦልን, sa'oln
ኽቡር, Kbur
ነዌ, näwe
ቀዳሞት, qädamot
ነህዛብ, nähzab
ንሳቶምውን, nsatomwn
ትእምርቲ, t'mrti
ኣቦታትኩም, 'abotatkum
ጽኑዕ, ṣnuʕ
ነደደ, nädädä
ብስመይ, bsmäy
ዀነት, kʷänät
ታለንት, talänt
ነገዳት, nägädat
ኣሳ, 'asa
እንሃ, 'nha
ደብዳበ, däbdabä
ንሞት, nmot
ዝወጸ, zwäṣä
በለስ, bäläs
ራብዓይ, rabʕay
ጣኦታት, Ta'otat
ጽድቅን, ṣdqn
ምናሴን, mnasen
ሰብአይ, säb'äy
ንኣብርሃም, n'abrham
ስብሒ, sbħi
ርእስኻ, r'sKa
ብስጋ, bsga
በትሪ, bätri
ርጉም, rgum
ተንሲኦም, tänsi'om
ሰይጣን, säyTan
ርኤ, r'e
ዅሉን, kʷlun
ማርዶካይ, mardokay
ኣእጋሩ, 'a'garu
ሴኬም, sekem
ተኣከቡ, tä'akäbu
ንእያሱ, n'yasu
ደሙ, dämu
ግብሩ, gbru
እምብዛ, 'mbza
ኲላ, kʷila
ውሒዝ, wħiz
ጋሻ, gaša
ምስኣ, ms'a
በብማይ, bäbmay
ጅግና, ǧgna
ኣይኰኑን, 'aykʷänun
ብዳርባ, bdarba
ኣብኔር, 'abner
ብጊዜ, bgize
ብኣይ, b'ay
ርግቢ, rgbi
ምላሽ, mlaš
ግበሩ, gbäru
ትፈልጥ, tfälT
ኢዮብ, 'iyob
ጽብቕቲ, ṣbQti
ንብጻዩ, nbṣayu
ነቒሎም, näQilom
ወረዱ, wärädu
ሰሚዖም, sämiʕom
ንርስቲ, nrsti
እብል, 'bl
ደዪቡ, däyibu
ንቓል, nQal
ብዓብዪ, bʕabyi
ትእዛዛት, t'zazat
ኽንደይ, Kndäy
ሓንሳእ, ħansa'
ተጠንቀቑ, täTänqäQu
ህቦብላ, hbobla
ማዕረ, maʕrä
ትብል, tbl
ኣጽዋር, 'aṣwar
ፍንፉን, fnfun
ነብያትን, näbyatn
ላባን, laban
ንሙሴን, nmusen
ተኣምራት, tä'amrat
ጊብዓ, gibʕa
ደለየ, däläyä
ከላ, käla
የብሎምን, yäblomn
ርኽሰት, rKsät
ክርስቶስን, krstosn
ዝገበርዎ, zgäbärwo
ዝለኣኸኒ, zlä'aKäni
